doc	group	acl	acl:relcl	advcl	advmod	amod	appos	aux	aux:pass	case	cc	ccomp	compound	conj	cop	csubj	csubj:pass	det	discourse	fixed	flat	flat:foreign	flat:name	iobj	mark	nmod	nsubj	nsubj:pass	nummod	nummod:gov	obj	obl	orphan	parataxis	xcomp	Non-projective sentences	Non-projectivity	Average out-degree	Max out-degree	Number of communities	Average community size	Average path length	Density	Diameter	MHD	MDD
513321	rnc	0.0057796653	0.0035350939	0.0082150219	0.0809453873	0.128957927	0.0030857518	0.0030193896	0.0041075373	0.1384938807	0.0425917906	0.0039640856	0	0.0524052398	0.0029196461	0.0033166239	0	0.0265152663	0.0173077003	0.0116974062	0	0.0011337868	0.0052023128	0.0099214136	0.0125771823	0.1489734527	0.0847216561	0.0004859086	0.0123796757	0.0030087918	0.029970211	0.1128969534	0	0.0193311841	0.0225400572	0.0204081633	0.0009276438	0.9378107399	3.8775510204	4.5714285714	4.4039844509	2.6101863089	0.0621892601	6.1428571429	3.8033156351	1.2475861934
461644	rnc	0.0062876032	0.0084737065	0.0127273584	0.0910542148	0.1073840543	0.0010655497	0.0037046913	0	0.1260097997	0.0429240159	0.006422903	0	0.0520908115	0.0078805048	0.0260246338	0	0.0174941796	0.023823165	0.0069944152	0.0006858711	0.0134632909	0.0023148148	0.0087198811	0.0194341529	0.0885543444	0.0724633353	0.0120829382	0.0206396336	0.0046033237	0.032331774	0.1450873942	0.0002939447	0.0284850298	0.0104786647	0.0740740741	0.00975649	0.9249885288	4.037037037	4.0617283951	4.333744856	2.4326939367	0.0750114712	5.5185185185	3.5605558231	1.3023658681
511304	rnc	0.0200427647	0.0050244308	0.0127524917	0.0530800435	0.1621938749	0.0014932581	0.001916532	0.0023429238	0.0999087027	0.0442889102	0.0042769754	0.001757044	0.0626893465	0.0022061863	0.0043152413	0	0.0171956237	0.0150021251	0.0172393412	0.0003055416	0.0067797227	0.000413626	0.0052314828	0.0228690556	0.1741561773	0.0620982422	0.0068145109	0.0071197226	0.0010084496	0.0291759945	0.1237811174	0	0.0208056811	0.0117148596	0.0662983425	0.0036351592	0.9478429523	3.9779005525	4.8895027624	4.9135264674	2.924758293	0.0521570477	7.1767955801	4.2843445002	1.393925951
518102	rnc	0.0042289079	0.0026024448	0.0009872288	0.0086586183	0.1372631564	0.0039065284	0	0.0021560136	0.1559501412	0.0332765182	0	0.0014519502	0.0598974774	0.0006267774	0	0	0.0080308774	0.0022173755	0.0136173309	0.0039152732	0.0010734733	0.0001106317	0.0008512962	0.0019048552	0.2280176791	0.0510101064	0.0102635363	0.1226438453	0.0050437651	0.0064859761	0.0951561255	0.0052138591	0.0327442686	0.0006939625	0	0	0.9453142505	4.2748091603	5.2290076336	5.137154671	2.6871426256	0.0546857495	6.5114503817	3.8134549903	1.5900636134
519367	rnc	0.0132746127	0.005548747	0.0103668631	0.0494100109	0.1005304053	0.042940633	0	0.0108338863	0.1259985569	0.038783082	0.0040509295	0	0.0590859286	0.0020148148	0.0024917729	0.0016287879	0.0158987823	0.0078219812	0.006461608	0.0087418865	0.0003030303	0.0193936384	0.0127350536	0.0167140024	0.1285342253	0.0812562427	0.0075129265	0.0485994249	0.0038376358	0.0322687995	0.1169866748	0	0.0152388434	0.0107362137	0.0133333333	0.0002515723	0.9383400233	4.16	4.5866666667	4.9622222222	2.6061123708	0.0616599767	6.1733333333	3.7976787159	1.3320476753
509611	rnc	0.0091234898	0.0088310934	0.0067101456	0.0667778397	0.1149266669	0.005978845	0.003875969	0.0004009623	0.120497579	0.0468850889	0.0026850155	0.0037144703	0.0680887049	0.0007267442	0.0090134577	0	0.0307890583	0.0252037255	0.0088212223	0	0	0.0008305648	0.0070385592	0.00835474	0.1029007701	0.0741440427	0.0059222526	0.0139506488	0.0106681432	0.0349985932	0.1358928095	0.0018544507	0.050267471	0.0201268759	0.023255814	0.0014229956	0.8961854896	3.2790697674	3.1046511628	3.8709856035	2.2132105361	0.1038145104	4.7906976744	3.2150346211	1.0099897347
509683	rnc	0.0051644317	0.0050823045	0.0128238338	0.0979110981	0.0783240004	0.0018518519	0	0.0042989418	0.1342976033	0.0296918031	0.0157627866	0	0.0420344992	0	0.0124162257	0	0.0189187911	0.0173543677	0.0103904621	0	0	0.0013071895	0.0101869184	0.0294884256	0.1200922916	0.1037989803	0.0051598928	0.0141287997	0.0054497354	0.0533776299	0.1083017468	0	0.0437405675	0.0186448215	0.0444444444	0.0034529915	0.9171316704	3.6444444444	3.7333333333	4.2707407407	2.4551855794	0.0828683296	5.6666666667	3.5408349972	1.056283715
507820	rnc	0.0071809321	0.0124011006	0.0016854553	0.0476657219	0.1107248866	0.0051046691	0.0006410256	0.002997003	0.121967748	0.046513876	0.0006410256	0.0042735043	0.0801983436	0.0121331425	0.0125260558	0	0.0283953297	0.0180925567	0.0079537704	0	0.0051282051	0.0051426757	0.0130775657	0.0064881967	0.1189724033	0.0972551593	0.0115974064	0.0152910491	0	0.0219055072	0.1382561841	0	0.0400826925	0.0057068079	0.1538461538	0.0088338929	0.9323175716	3.8974358974	4.5128205128	4.2714590965	2.5738625493	0.0676824284	6.0512820513	3.7782482255	1.2488761471
509698	rnc	0.0121929142	0.0074250188	0.0076595881	0.1100695613	0.095466152	0.0102586714	0.0006613757	0	0.1123973145	0.033007546	0.0043962029	0	0.0444629652	0.0022045855	0.0143248545	0	0.0142569879	0.0392477843	0.0157206991	0	0.0046296296	0.0006613757	0.0060816498	0.0211673073	0.1053250118	0.0835086203	0.0105469966	0.0221113031	0.0061849402	0.04527509	0.1032257639	0	0.0595391193	0.0079909713	0.0185185185	0.0030864198	0.9010862382	3.3518518519	3.3333333333	4.1973544974	2.3346459078	0.0989137618	5.1851851852	3.4132715308	1.0104035683
508248	rnc	0.0103291832	0.0042744188	0.0067784503	0.0622368619	0.1445849604	0.0094540861	0.0007227914	0.0015612605	0.1123243584	0.0352636325	0.0098487486	0.0059350775	0.0469221021	0.0024853428	0.0032907981	0	0.0295788638	0.012841085	0.0036580291	0.0007671189	0.0037597008	0.0042925092	0.0123880357	0.0168951634	0.1444135153	0.0931306442	0.0036234609	0.0161152099	0.0085236325	0.0406133515	0.1067824485	0	0.0365298013	0.0100753574	0.0290697674	0.0021492707	0.9219233483	3.7790697674	4.2267441861	4.327948505	2.5707402222	0.0780766517	6.0406976744	3.7573671505	1.1162342698
509600	rnc	0.0070777748	0.0031081998	0.0045800473	0.0788422466	0.1243131719	0.0116945493	0	0	0.1194607662	0.0657800776	0.0017276752	0.0030126336	0.1066282583	0.0019077196	0.0103870788	0	0.0099677903	0.0238840288	0.0082125896	0	0	0.0040816327	0.0094218608	0.021812747	0.0970911649	0.0807626919	0.0076818953	0.0146591504	0.003981731	0.0291226828	0.1033060235	0.0015698587	0.0375435501	0.0083804031	0.0204081633	0.0015698587	0.9262413256	3.8571428571	4	4.3844023324	2.4094605092	0.0737586744	5.387755102	3.5093107102	1.1973453603
509757	rnc	0.0101717077	0.0036560458	0.014103382	0.0589328019	0.1129629954	0.0031985495	0.0024509804	0	0.119915219	0.0461235355	0.0011574074	0.0016233766	0.0563774887	0	0.0205313375	0	0.0174022257	0.0293618539	0.0029616013	0	0.0052782287	0.0014880952	0.0165299752	0.0188455388	0.1080467655	0.0924494608	0.0033488876	0.0207837302	0.0082989927	0.0396135166	0.1327712979	0	0.0421525235	0.0094624789	0.0416666667	0.0041666667	0.9142447426	3.5833333333	3.875	4.2206597222	2.3256190332	0.0857552574	5.25	3.4003500633	1.161874509
509754	rnc	0.0017705141	0.0062216718	0.0101322312	0.0997596831	0.0740448389	0.0100518071	0	0.0004161465	0.1418489606	0.0424483846	0.0056603353	0.0009363296	0.0468451507	0.0033951783	0.0152850787	0	0.0336882744	0.0346751482	0.0082764192	0.0003874467	0	0.0043563646	0.0091428736	0.0187116374	0.0818571636	0.0899665345	0.0029772242	0.0105612498	0.0054588015	0.0551902484	0.1050837851	0.0118601748	0.0481083801	0.0208819631	0.0337078652	0.0038915042	0.8976125399	3.5617977528	3.4831460674	4.0277956126	2.2794736739	0.1023874601	5.1123595506	3.3074466845	1.112842159
526112	rnc	0.017225987	0.0042028147	0.0163427492	0.0746794802	0.123009198	0.0063596491	0.0027777778	0.0014619883	0.1116180334	0.0446195872	0.0022843567	0	0.0648699996	0.0079861111	0.0172188283	0	0.0161476365	0.009250598	0.0062865497	0	0	0.0052631579	0.00555805	0.0183781415	0.0905313824	0.0915615065	0.0057351755	0.0032051282	0.0037914058	0.0627919284	0.1399046146	0	0.0139522623	0.032985902	0.1184210526	0.0127998725	0.9083145217	3.2763157895	3.4736842105	3.8575657895	2.3113686918	0.0916854783	5.052631579	3.3613101923	0.9704553816
509720	rnc	0.0116500402	0.005268865	0.0125055715	0.0358994292	0.1320669096	0.0155899029	0.0017211704	0.0003012048	0.1116145921	0.0427524678	0.0063055406	0.0014082303	0.056080947	0	0.0065978966	0	0.0184436429	0.011601026	0.0068046623	0	0.0069909892	0.0139872855	0.0112464943	0.015490923	0.1667681223	0.0789727979	0.0032216779	0.0287618015	0.0077126386	0.0381624142	0.1011023661	0	0.0415577834	0.0094126071	0	0	0.9244475766	3.6506024096	3.7951807229	4.279804934	2.5752929134	0.0755524234	5.9036144578	3.764996957	1.126029751
526237	rnc	0.0046001607	0.0078434686	0.011200979	0.0870474055	0.1128294425	0.0021235843	0.0033227848	0.0018083183	0.1190951631	0.0649821183	0.0103663617	0	0.0353817668	0.0081159458	0.0042047491	0	0.0207339329	0.0247705596	0.010561081	0	0	0.0071729958	0.0133309077	0.025397916	0.0711766551	0.1183656777	0.0027995088	0.0078150103	0.0113617185	0.0352741041	0.1332106473	0	0.0280148	0.0170922367	0.0253164557	0.0030494822	0.883947732	3.2278481013	2.8734177215	3.8533755274	2.08006304	0.116052268	4.3670886076	3.003191306	1.011976512
485513	rnc	0.0123536099	0.0033670034	0.0187594432	0.0394308153	0.1468608921	0.0025252525	0	0.0015151515	0.1108240354	0.0541644553	0	0.0048701299	0.0618001851	0	0.0140768026	0	0.0259957675	0.008608483	0.0035123967	0	0.0049594065	0.012987013	0.0025895317	0.025747347	0.1777809733	0.0686593673	0.0065458153	0.0110224495	0.003647587	0.0321496252	0.1104895034	0	0.0250855682	0.0096713892	0	0	0.9356500298	3.6060606061	4.1818181818	4.5038239538	2.6351796466	0.0643499702	6.1515151515	3.9157103347	1.1373524829
513312	rnc	0.0100892951	0.0079417155	0.0129161024	0.0714533787	0.1060202652	0.0071682301	0.0018230433	0	0.1192886514	0.0471326512	0.0051499891	0.0009284017	0.0659837763	0.0039047851	0.0099010459	0	0.0297412797	0.0175858299	0.0060431453	0	0.0004861449	0.0015222667	0.0109806617	0.0229448349	0.0932536347	0.1079021026	0.0063445781	0.0079685786	0.009019635	0.0504985904	0.1161498324	0.0036021985	0.033698735	0.0125566209	0.0427807487	0.0037824984	0.901907322	3.3582887701	3.2513368984	4.0748663102	2.2233221717	0.098092678	4.8342245989	3.2246315386	1.0673657577
528007	rnc	0.0096335965	0.0103157417	0.0054300696	0.0608959951	0.1510982819	0.0037280804	0	0.000896459	0.1104920746	0.0590586799	0.0035145267	0.0003032141	0.1091177294	0.003215513	0.0006064281	0	0.0194240417	0.0133181567	0.0051708828	0	0	0.0087977676	0.0075288194	0.0115741821	0.1178464098	0.0831272019	0.0129273912	0.0158651467	0.0022362038	0.0431768534	0.105348036	0.000736377	0.0191471769	0.0054689631	0	0	0.9275479336	3.6597938144	3.8144329897	4.4203730977	2.4247629542	0.0724520664	5.5154639175	3.5164563748	1.1702122468
508387	rnc	0.0094663277	0.0090192724	0.0044353288	0.0408704516	0.1593766313	0.0052978825	0.0004504505	0.0055823681	0.1188551605	0.0379935513	0.0038091384	0	0.0447774231	0.0009009009	0.0066646995	0	0.0192792322	0.007698732	0.008515246	0.0016891892	0.0156095699	0.0035915239	0.0112526639	0.0093869184	0.1852330472	0.0781290623	0.0131555892	0.0242237655	0.0084546026	0.0368544684	0.0878384159	0.0005630631	0.0280234264	0.0130018974	0.0540540541	0.0070930659	0.9345035038	3.5	4.1891891892	4.5974581725	2.7904347712	0.0654964962	6.6486486487	4.0802523715	1.1802016322
515885	rnc	0.0158857638	0.0047041847	0.0023923445	0.0279800942	0.133398449	0.0057346189	0.0055194805	0.0037878788	0.1139395819	0.0584102195	0.0018939394	0.004338843	0.085580026	0	0.0020661157	0	0.0103046595	0.0041486291	0.0014662757	0.0022727273	0.0267821068	0.0098468451	0.007943067	0.0085255043	0.2120393529	0.0577455698	0.013757764	0.0429260021	0.0016233766	0.0225438491	0.0906622637	0	0.021780467	0	0	0	0.9521494641	4.4090909091	5.0909090909	5.0173160173	3.1524123703	0.0478505359	7.6363636364	4.7272896574	1.4161550601
516237	rnc	0.0078232845	0.0013423227	0.0017551275	0.0172461719	0.1069275954	0.0337280604	0.0005616006	7.68049155146E-05	0.0602090621	0.0213385739	0.0006974507	0.0002644117	0.0532791387	0.0002042859	0.0037368003	0	0.0095885389	0.0126987486	0.0030207425	0	0.0020284916	0.0958051717	0.0045277929	0.0051492635	0.1318298322	0.0243374461	0.0025667377	0.3208663192	0.0012988158	0.0092906995	0.0302767535	0.0004761905	0.0345838755	0.0024638893	0.0047619048	6.02772754671E-05	0.8241558468	2.4095238095	2.7904761905	3.6477092352	2.1594676517	0.1758441532	4.6047619048	3.160036732	0.67383489
518167	rnc	0.011213596	0.0012948508	0.0039396441	0.0081027446	0.161895448	0.0185347228	0	0.0010683761	0.1062422815	0.0320183702	0.0024115178	0.0025444594	0.0654625351	0.0019468439	0.0042737136	0	0.008533596	0.0029725457	0.0038902841	0	0.0067173485	0.0230132196	0.0001052632	0.0122990679	0.2678655954	0.0341263027	0.0071135301	0.0823365223	0.001005291	0.017686416	0.0572395637	0	0.0505596223	0.0035867276	0.03	0.001791958	0.9320164765	3.49	4.81	5.1380042735	3.2294211634	0.0679835235	8.2	4.7575679496	1.1771212079
518098	rnc	0.017177427	0.0077833821	0.0014206514	0.0160753222	0.1545198965	0.0082447764	0	0.011403111	0.1210441116	0.0351183293	0	0.002044352	0.057677152	0.0011422136	0.0007112376	0	0.0148988832	0.0032725033	0.0114706438	0	0.0039335351	0	0.0038634027	0.0023517024	0.2612295647	0.0582133008	0.0115607343	0.0493277609	0.0022996681	0.0207720856	0.1027426811	0	0.0110954247	0.0086061468	0.0135135135	0.0005630631	0.9456862336	3.8513513514	4.8513513514	4.8918436293	2.9374222092	0.0543137664	7.2837837838	4.2881723485	1.2523134216
500208	rnc	0.0077676028	0.0049220273	0.0052604803	0.0268988907	0.1196292665	0.0352936798	0.0011904762	0.0027472527	0.1312106369	0.0268103123	0.0028998779	0	0.0546970698	0.0006613757	0.0085188934	0	0.0170723178	0.0027014652	0.0100500029	0.0006613757	0	0.0122370182	0.0123839595	0.0102640415	0.2133472622	0.075228706	0.0037593985	0.0435539401	0.0057539683	0.0261290018	0.1051037287	0.0025510204	0.019585775	0.0111091761	0.1071428571	0.0104379252	0.9413046379	3.9642857143	4.8214285714	4.6076388889	2.7685180815	0.0586953621	6.6071428571	3.9911255689	1.3315516213
527942	rnc	0.0089654123	0.005500045	0.0167947876	0.0434368155	0.1168713325	0.0023038752	0	0.0016722408	0.1110465696	0.0400394022	0.0161203004	0	0.0702420033	0.004794686	0.0065582755	0	0.0285125731	0.0086191376	0.0153398619	0	0	0.0020551699	0.0083779061	0.0300536693	0.1380160732	0.1052341146	0.0083147529	0.0071259127	0.0060170807	0.0523356877	0.1015086772	0	0.0373366565	0.0068069808	0.0217391304	0.002173913	0.9191462766	3.5869565217	3.6304347826	4.1918219462	2.338103593	0.0808537234	5.2826086957	3.4011495655	1.0185617595
516255	rnc	0.0146623279	0.0038348421	0.0038528224	0.0322489593	0.1589001734	0.018292688	0.0002194426	0.0025709795	0.1134306016	0.0243265424	0.0048343611	0.0021817353	0.0594058667	0.0014725418	0.0008156744	0	0.0122844126	0.0014510533	0.0119784082	0.0053694306	0.0003840246	0.0228832373	0.0156677636	0.0119542909	0.2199133369	0.0422766033	0.0113263258	0.0773907672	0.0019189413	0.0141618079	0.0828113866	0	0.0175659168	0.0096127346	0	0	0.9218359473	3.623655914	4.7204301075	4.7984483856	2.9913090821	0.0781640527	7.3870967742	4.341302265	1.2470878581
511308	rnc	0.0208086315	0.0088969186	0.0125186686	0.0893916173	0.1029922084	0.0028820888	0.0059012219	0.0018452492	0.1218148546	0.0523273421	0.0072658727	0.0008381449	0.0557912841	0.0032819316	0.0054113661	0	0.0304905545	0.0255351419	0.0170835733	0.0003941663	0.0020083778	0.0032069069	0.0071941083	0.0282628847	0.1285170801	0.0658213401	0.0068849936	0.0151238713	0.0010337121	0.0344053074	0.1014667054	0.0014124294	0.025546606	0.0136448405	0.0338983051	0.0011903066	0.9472983605	4.5593220339	5.3898305085	5.3455071294	3.1063100199	0.0527016395	7.7118644068	4.5394068585	1.6800216121
518455	rnc	0.0048752501	0.0019663481	0.0054504138	0.01821092	0.1691785491	0.0226077098	0	0.0045021329	0.1086090258	0.0676380503	0	0.0037523452	0.0994741636	0	0.0007880221	0	0.0062477218	0.0007880221	0.0010582011	0.0030864198	0	0.0265816729	0.0076317374	0	0.2316292424	0.0453597195	0.0082545812	0.0421432257	0.0044917258	0.0214930924	0.0806851025	0	0.0125932627	0.0009033424	0	0	0.9462413274	4.2222222222	5.1111111111	4.7660333494	2.8048903918	0.0537586726	7	3.998569406	1.2702149899
518129	rnc	0.0097566647	0.0052492086	0.0072148231	0.031132801	0.1502913746	0.0014140271	0	0.002744709	0.1402406254	0.0325672496	0.0032905198	0.00112075	0.0546774813	0.0036181912	0.00427856	0	0.0173990575	0.0111337473	0.010606722	0	0.0276041667	0	0.0027036862	0.0146879895	0.196755966	0.0510593189	0.0114423841	0.0561530209	0.001197472	0.0167688201	0.1097868967	0.0017361111	0.0192764936	0.0040911619	0.03125	0.0014995974	0.9438124114	4.1041666667	4.8333333333	4.9793135973	2.742148216	0.0561875886	6.6979166667	3.9858824738	1.4841886403
511399	rnc	0.0120943608	0.01014764	0.0071551895	0.0505028482	0.1285682338	0.014124147	0.0038886681	0.0014111705	0.125999885	0.0500570187	0.0039029519	0.000843254	0.0689182493	0.0048447272	0.0029346936	0	0.0339121128	0.0270084187	0.0075222551	0	0.0089285714	0.0173544304	0.0039051305	0.0233705735	0.1040334584	0.1020100856	0.0027942048	0.0064692879	0.0003607504	0.0292533572	0.1054283142	0.0013528139	0.0382439093	0.0026592884	0.0238095238	0.0012004802	0.9174522093	4.0357142857	4	4.3751842404	2.4737024611	0.0825477907	5.6666666667	3.5980474845	1.274763169
dasha39_09	rnc	0.0047988411	0.0062546481	0.0134859755	0.095319558	0.0555495506	0.0237561275	0.0013095238	0	0.102230199	0.088168232	0.0091531385	0	0.0774491338	0.0024019608	0.0113560577	0	0.0261366515	0.0166893116	0.0070833333	0	0	0.0077384992	0.0138095636	0.0281098056	0.0642739714	0.1351762038	0.0022115385	0.0065165441	0.0027083333	0.0595541477	0.0964939976	0.003125	0.0114285714	0.0277115808	0.025	0.0016145833	0.8805148081	3.1375	3.05	3.799375	2.132791786	0.1194851919	4.5375	3.0930745422	0.9615095804
508341	rnc	0.0255979911	0.0016	0.0123770515	0.0267374743	0.1142175505	0.0067203302	0	0.0069433584	0.1366885201	0.0384772287	0.0030814815	0	0.0356860486	0	0	0.0012121212	0.0131684736	0.0071633826	0.0182037324	0.0013793103	0	0.0021052632	0.0135696192	0.0168786597	0.222326169	0.0402068664	0.0157957537	0.0540973831	0	0.0392652681	0.1004585184	0	0.0229699804	0.0230724638	0	0	0.9472851002	3.96	5.36	4.5629365079	2.9193355717	0.0527148998	7.6	4.1785469281	1.5705406406
511314	rnc	0.0126573426	0.0064082171	0.0147631348	0.0768948485	0.0717841414	0.0145394118	0.0040044086	0.0008781069	0.1187345121	0.0713915945	0.005767009	0.0003480017	0.0841141792	0.0083068339	0.0103329066	0.0001424299	0.0343410756	0.0280539519	0.0047377828	0	0.0010616502	0.0085191317	0.0111395356	0.0219275866	0.0792687618	0.0987033699	0.003747534	0.0016866288	0.0067641675	0.0327517727	0.0997796121	0.0019429959	0.0509790683	0.0135282959	0.0338983051	0.0026527984	0.8985655754	3.5665859564	3.5496368039	4.2298743226	2.3795869554	0.1014344246	5.3510895884	3.4322506683	1.0951547626
dasha39_07	rnc	0.0047613757	0.0029614993	0.0125805282	0.1014425402	0.0457440204	0.0107944453	0.0013847838	0.000265252	0.1062911143	0.0511678368	0.00735453	0	0.0733239866	0.0091400192	0.0008909924	0	0.0401042015	0.027720226	0.0069663383	0	0	0.000862069	0.0262201655	0.0200588077	0.0318401973	0.1927479055	0.0009852217	0.000862069	0.0015747345	0.0526984761	0.1116742781	0	0.0496799185	0.0079024672	0.0206896552	0.0016091954	0.8644174502	3.3586206897	2.7655172414	3.8459031199	1.9318179258	0.1355825498	3.8551724138	2.7717128877	0.9778867767
513243	rnc	0.0066233533	0.0039231602	0.0138187223	0.0786944915	0.1726772013	0.0051990493	0.007034632	0.0075308238	0.1095587543	0.0463842497	0.0013368984	0.0032467532	0.0415771013	0.0065599362	0.0025252525	0	0.02501804	0.009373789	0.0240188081	0	0	0	0.0076168853	0.0188188376	0.1486066444	0.0849927557	0	0.0039865476	0.0050505051	0.0112328213	0.1232914937	0	0.0171387971	0.0141636958	0.0454545455	0.0031347962	0.9464843167	4.2272727273	4.6363636364	5.0418831169	2.6922357047	0.0535156833	6.6818181818	3.9077441131	1.4593363081
450434	rnc	0.0099253378	0.0087816073	0.0076455343	0.039518555	0.1264370387	0.0077465955	0.0035885167	0.0144611529	0.1220957249	0.038994397	0.0037593985	0	0.0443122259	0.0015479876	0.0091091764	0	0.0242855132	0.0200088289	0.0108689298	0	0	0.0091837548	0.0105224123	0.0222612913	0.1360842145	0.08704359	0.0087118764	0.004784689	0.0027889016	0.0428066431	0.1481537966	0	0.0265622278	0.008010082	0	0	0.9202122556	3.5	3.6842105263	4.300877193	2.396351483	0.0797877444	5.4473684211	3.4637889527	1.1131819613
510460	rnc	0.0146491504	0.0090274699	0.0115517563	0.0641620819	0.0944101911	0.0109855142	0.0015423173	0.0024050958	0.1195222112	0.0354112671	0.0081947254	0.0006613757	0.0451239077	0.0118667529	0.0094308457	0	0.0237998324	0.0166433678	0.0076792144	0.0011441648	0.0285499807	0.0063314877	0.0110895084	0.02456807	0.0914047877	0.098422482	0.0006265664	0.0298075987	0.0111915137	0.0370906798	0.1203726307	0	0.0357734866	0.0165599656	0.1071428571	0.0090055977	0.9274247247	3.8928571429	3.9523809524	4.4387282691	2.4057002823	0.0725752753	5.5357142857	3.4741895169	1.1439442614
520472	rnc	0.0097912978	0.0135578545	0.0046238173	0.042228236	0.1646123076	0.0078403031	0.0004997501	0.0012504713	0.1305817029	0.0423087749	0.0009595202	0.0034877409	0.0815573589	0.0030840729	0.0018873187	0	0.0199778498	0.0052405918	0.0153160216	0.0005148941	0	0.0047096159	0.0079363443	0.0055988472	0.1704496073	0.0673722108	0.0071939968	0.0269484529	0.0015227429	0.0235049335	0.1104126999	0.0009979553	0.0172484535	0.0067842557	0.0229885057	0.0022615467	0.9478496101	4.183908046	4.7816091954	4.8247536946	2.743331648	0.0521503899	6.724137931	3.9906545913	1.4175084723
520622	rnc	0.0125300887	0.0047838102	0.0004050892	0.0155624495	0.1703551728	0.0127442729	0	0.0060728483	0.1116256534	0.0470041684	0	0.009159768	0.0857177001	0.0012067141	0	0.0010453491	0.0094329123	0.00453723	0.0112883447	0.0011587741	0.0207192172	0.000770116	0.0032545867	0.0013392107	0.2138009976	0.0429000735	0.0164375282	0.0467994049	0.0143597766	0.021588454	0.0808574448	0.0012658228	0.027953864	0.003323157	0.0379746835	0.0022031578	0.954084717	3.9873417722	5.582278481	5.0362637011	3.2929306252	0.045915283	8.4430379747	4.7751188973	1.3157812334
500229	rnc	0.0101275528	0.0066248076	0.01714192	0.0652513695	0.1188484175	0.0490893942	0.0025641026	0.0012406948	0.11930653	0.0306542616	0.0042057334	0	0.0328978513	0	0.0065556797	0	0.0225254084	0.0032745892	0.0119389571	0.0023124532	0	0.0101460947	0.0059610631	0.0318343432	0.1544531896	0.0806845121	0.0011655012	0.0135368901	0.0013262599	0.0230078951	0.1190381317	0	0.0314856781	0.0228007182	0	0	0.9389107976	4.0384615385	4.5	5.0175824176	2.8104541074	0.0610892025	6.6923076923	4.1074568523	1.1950678656
485482	rnc	0.011921711	0.0045847445	0.0035946197	0.0722645777	0.1257816617	0.0217577166	0.0010822511	0.0068185169	0.1147582346	0.057085389	0.0048546691	0.0016233766	0.0668719416	0.006930827	0.0130622084	0	0.0261733203	0.0136297081	0.0039442039	0	0	0.009234143	0.0039424861	0.0156443598	0.1220001629	0.0929078208	0.0202982493	0.0078315484	0.0025290801	0.0419305826	0.1011296316	0	0.0157434574	0.0100688002	0.0649350649	0.0071000957	0.9151181706	3.5064935065	3.5454545455	4.3357452072	2.3781980419	0.0848818294	5.2467532468	3.4850301733	1.1368901235
527934	rnc	0.0114918641	0.006924917	0.0065158953	0.0410983319	0.1111085941	0.0133610564	0.0032726692	0.004394433	0.1178415781	0.0475987754	0.0052964427	0	0.1025515521	0.0032270129	0.0042867701	0	0.0298755637	0.0139891135	0.0047506009	0.0007496252	0	0.0160180306	0.0068976353	0.0195159234	0.1225261957	0.0982013047	0.0022959949	0.0175401253	0.0060570862	0.0425102786	0.0989645195	0	0.0328306099	0.0083075003	0.0517241379	0.0023307791	0.9343505691	4.0172413793	4.1896551724	4.4955117679	2.6927272114	0.0656494309	6.3103448276	3.8864079303	1.1703954361
509737	rnc	0.0079502603	0.0024711168	0.0106077597	0.0623475028	0.1075217474	0.0063130475	0.0025551684	0	0.1416206569	0.0451780542	0.0026132404	0.0007173601	0.0557505436	0.0017421603	0.0026454034	0	0.0234999772	0.0276989191	0.0085635959	0	0.0074969886	0	0.0043654735	0.0162047472	0.1413312564	0.1056316426	0.0046409214	0.024630226	0.0096855266	0.0250568313	0.1061036697	0	0.0375681743	0.0074880285	0.012195122	0.0008130081	0.9089041368	3.3902439024	3.3536585366	4.0664634146	2.2743298566	0.0910958632	4.9756097561	3.3024510128	1.0596344877
509582	rnc	0.0104103714	0.0049725753	0.0085777573	0.0617678999	0.1154126903	0.0064955043	0.0037942855	0.0021090535	0.0991424048	0.0480004755	0.0042226251	0	0.0774749025	0.0085479303	0.0116362487	0	0.0376113315	0.018788187	0.0125014158	0.0008230453	0	0	0.0049201395	0.0161250584	0.1355464431	0.1107935971	0.0034717546	0.0107798312	0.0046857464	0.0574188697	0.0987599794	0.0006734007	0.0146241483	0.0099123279	0.0296296296	0.0026332926	0.9080058576	3.6518518519	3.4148148148	4.1266666667	2.2834854068	0.0919941424	5.0074074074	3.3234329088	1.0656717185
510218	rnc	0.0151856128	0.0046546441	0.0074754981	0.051538917	0.1412068137	0.0063988924	0.0003623188	0.0022414674	0.0994880166	0.0422353777	0.0014800834	0	0.0687292735	0.009228652	0.006890347	0	0.0160479148	0.016695937	0.0090032614	0.0012706495	0	0.0102043125	0.0100614453	0.0092531837	0.1485366893	0.0900517393	0.006432164	0.0357644159	0.0009704969	0.0411108552	0.1273388816	0	0.0116436783	0.0084984609	0.0724637681	0.0081161533	0.9160397777	3.4855072464	3.6449275362	4.2388141247	2.4467852289	0.0839602223	5.5362318841	3.572620231	1.0943781629
