doc	group	acl	acl:relcl	advcl	advmod	amod	appos	aux	aux:pass	case	cc	ccomp	compound	conj	cop	dep	discourse	fixed	flat	flat:foreign	flat:name	iobj	mark	nmod	nsubj	nsubj:pass	nummod	nummod:entity	nummod:gov	obj	obl	obl:agent	orphan	parataxis	xcomp	Non-projective sentences	Non-projectivity	Average out-degree	Max out-degree	Number of communities	Average community size	Average path length	Density	Diameter	MHD	MDD
509743	rnc	0.0029850746	0.0028472139	0.0105673948	0.1406715005	0.16690031	0.0046434494	0.0016583748	0	0.1148137905	0.0601563828	0.0007107321	0	0.0681530793	0.0051185227	0.0021709634	0	0.0056043313	0	0.0029850746	0.0009045681	0.0010660981	0.0052663091	0.1002576169	0.0843611725	0.0097914377	0.0092186793	0	0.0042353169	0.0575500908	0.0972917182	0.0010263368	0.0084194413	0.0266339857	0.0039910338	0.0597014925	0.0091715567	0.9107213829	3.4626865672	3.4626865672	4.0091329069	2.2193463464	0.0892786171	4.8507462687	3.2102352001	1.0233765201
451159	rnc	0.003503969	0.0062657891	0.0145075696	0.0670054851	0.1825114687	0.0061403509	0.0025604341	0.0076583504	0.1325420094	0.043066733	0.0012987013	0.0011695906	0.0494977063	0.0126241033	0.0096160633	0.0006719167	0.0111381265	0	0	0.0021720969	0	0.0119112047	0.1584369786	0.0761866893	0.0080738206	0.0176330768	0	0.020572264	0.0313586477	0.072581674	0.0032163743	0	0.0378909556	0.0081878501	0.0526315789	0.002715309	0.934695777	4.0350877193	4.3684210526	4.5987772462	2.704316052	0.065304223	6.4561403509	3.9288285441	1.2708661558
516211	rnc	0.0007255288	0.002630968	0.0130581154	0.0402978985	0.1619617565	0.0128094037	0	0.0020977996	0.1038643676	0.0318154041	0	0.0010489666	0.0909074803	0.0009507626	0.003849173	0.0001763357	0.0086208952	0	0.0093457944	0.0244769433	0	0.0108810944	0.2190541401	0.0556280724	0.0064138294	0.0657521873	0	0.0007528557	0.0271602486	0.0751029389	0.0017634024	0.0003738318	0.0236105571	0.004869249	0.1401869159	0.0125358347	0.9107738196	3.3271028037	4.3738317757	4.5402351283	2.8544365814	0.0892261805	7.0186915888	4.1470624055	1.043210588
519377	rnc	0.0004014452	0.0102236846	0.0078485812	0.0309446757	0.2307893639	0.0259799933	0	0.0034942894	0.0980951031	0.0651245179	0.0002445586	0.0020833333	0.0876458415	0.0027950622	0	0.0007598784	0.0042974942	0	0	0.0493792064	0	0.0045459915	0.1446714509	0.0558825079	0.0048087984	0.0236526784	0	0.0011894673	0.0348889172	0.090561567	0.0015232108	0	0.0134637096	0.004704672	0.085106383	0.0082421403	0.9571623381	4.3404255319	5.6808510638	5.125177305	3.0671573109	0.0428376619	7.7021276596	4.4120771926	1.5154845169
509733	rnc	0	0.0052139037	0.0142872687	0.1067745883	0.1362002662	0.003589876	0	0.0019800275	0.1344233976	0.0589721466	0	0	0.0469011824	0.0071969697	0.0038926555	0.0028409091	0.0103805916	0	0.003954934	0.0004545455	0	0.0056646006	0.1225514279	0.0867166008	0.0045104405	0.0235401135	0	0.0040306915	0.0398426256	0.1031261694	0.0011363636	0	0.0586535481	0.0131641559	0.0454545455	0.0071317571	0.9001918159	3.2840909091	3.1136363636	3.9712121212	2.221913078	0.0998081841	4.7727272727	3.2234615296	0.9554018935
510509	rnc	0.0014358539	0.0053112589	0.0125716745	0.0803393076	0.1400793324	0.0130177311	0.0003461405	0.0010537507	0.1228630928	0.0461757071	0	0	0.030972119	0.0096221915	0.0028581827	0.0014241211	0.0066576229	0	0	0.004732981	0	0.0137564307	0.1881742482	0.0933037066	0.0071587411	0.0512697497	0	0.0055378046	0.0310391944	0.0807531078	0.0009328678	0.0044269552	0.0369017339	0.0072843924	0.1028037383	0.0087300589	0.9284392816	3.7943925234	4.0280373832	4.6365042279	2.5001470893	0.0715607184	5.7476635514	3.6460964217	1.2213678452
509651	rnc	0	0.0073929774	0.0223253722	0.0975584459	0.1785480757	0	0.0047089947	0	0.1161985167	0.0430770726	0	0	0.0416406557	0.0066247696	0.0016605617	0	0.0016931217	0	0.0052049911	0.0024509804	0	0.014074969	0.1429756812	0.0868696265	0.0125084175	0.0200005126	0	0.0065078807	0.0501956478	0.0920821648	0	0.0012698413	0.0215675994	0.022863124	0.0533333333	0.0050740741	0.915000704	3.7733333333	3.6533333333	3.9617460318	2.2377456539	0.084999296	4.8933333333	3.2464489673	1.1711062614
485448	rnc	0.0029878618	0.0042696132	0.0195733746	0.0989505151	0.146539006	0.0054673597	0.0057843137	0.0054196071	0.1125389889	0.0482929082	0.0029275599	0.0030501089	0.0732543004	0.010791182	0.0041936005	0	0.0054929138	0	0	0.014497673	0.0007541478	0.0183970269	0.1085359877	0.0939481078	0.0161856676	0.0093887789	0	0.0118443997	0.040053327	0.0893089695	0.0053476838	0.0028594771	0.0253582523	0.0139872872	0.0980392157	0.0065715938	0.9180279116	3.7254901961	3.6862745098	4.2611577965	2.321373336	0.0819720884	5.1862745098	3.334213429	1.1692505822
527895	rnc	0.0021688355	0.0075910945	0.0132185177	0.088591199	0.1412134387	0.0129746343	0	0	0.1173233731	0.0465731027	0.0021645022	0.0021645022	0.0667811541	0.01123771	0.0120536165	0.0010822511	0.0122391895	0	0	0.0144894321	0.0006435006	0.0132551089	0.1019820632	0.0796833688	0.0229397076	0.0170221935	0	0.0052910053	0.0554007919	0.0932586159	0	0	0.0545689693	0.0040881217	0.0714285714	0.0062530063	0.9268459196	4.0476190476	3.8333333333	4.4357142857	2.4924740815	0.0731540804	5.7142857143	3.6055395491	1.112552966
518189	rnc	0	0.004613584	0.0087516256	0.0548814256	0.1683196087	0.0008635407	0	0.0008312201	0.1471007941	0.0337744386	0	0.0012362637	0.0422840197	0.0019147519	0.0001962323	0.0007326007	0.014241707	0	0	0.0015148811	0	0.00560986	0.2074069665	0.0599261952	0.0114285589	0.0892618495	0	0.0019831897	0.0199800477	0.0858970204	0.0022513968	0.0015698587	0.0300318507	0.0033965119	0.021978022	0.0011929322	0.9420733265	4.0879120879	4.8021978022	4.9125584733	2.5640192946	0.0579266735	6.0989010989	3.7215037981	1.4202878823
500220	rnc	0	0.0064099289	0.0128113432	0.0392328769	0.1332625745	0.0276726548	0.0019762846	0.0088005771	0.1295995867	0.0158097066	0	0	0.0143928307	0	0	0.0033444816	0.0126439985	0	0	0.0109460716	0	0.0165439761	0.2330979565	0.0816715125	0.0641686168	0.0395732499	0	0.0071342038	0.0262241031	0.0780618932	0	0	0.0330310252	0.0035905471	0.0434782609	0.001242236	0.9283015593	3.7391304348	3.9565217391	4.6439958592	2.5570715274	0.0716984407	5.9565217391	3.7238610146	1.2310232638
508365	rnc	0.0008576541	0.0055662666	0.0097276454	0.0615604228	0.1499930757	0.0095128879	0.0038036858	0.0063418891	0.1405127564	0.0389707829	0	0.0025928265	0.0468645446	0.0038993882	0.0029891584	0.0005409357	0.0099859683	0	0.0046828788	0.006829839	0.0008210784	0.0083883041	0.1995783467	0.0728078986	0.010066863	0.041570705	0	0.0061404043	0.0312914365	0.0959781473	0.0031653088	0.0009135101	0.0174594097	0.0065859811	0.0266666667	0.0014887612	0.9328928239	3.6666666667	4.2566666667	4.5097995431	2.6202739393	0.0671071761	6.22	3.7964531677	1.1631654084
508288	rnc	0.0018610071	0.0093382842	0.0138452695	0.0955086071	0.164243179	0.0028305669	0.000617284	0.001311968	0.1177755584	0.0591361613	0	0.0025838235	0.0601886238	0.0038725135	0.0037475449	0.0003192848	0.0082948072	0	0.0163366158	0.0004208754	0	0.0113751964	0.1248016313	0.0894111441	0.0098628439	0.0081300778	0	0.0049326628	0.0347134642	0.0970813428	0.0018241541	0.004766466	0.0399287574	0.0109402848	0.1203703704	0.0126691156	0.9384196613	3.9166666667	4.2962962963	4.7722222222	2.6167601982	0.0615803387	6.2222222222	3.7968064105	1.2838626113
516921	rnc	0.003940224	0.0091151223	0.0300535136	0.1318593054	0.1443126654	0.0022063906	0.0015234757	0.0008106388	0.1063239996	0.0711169196	0.000254065	0	0.0683338439	0.0070147101	0.0055501477	0.0001935734	0.0088037018	0	0	0.0006139177	0.0001847746	0.0248254377	0.0940891	0.0915440733	0.0047650476	0.0071966098	0	0.0047817956	0.0407583037	0.0939422724	0.000898943	0.0003871467	0.0305851086	0.0140151725	0.0487804878	0.0043595894	0.9267223662	4.0447154472	4.0162601626	4.4421151116	2.484306438	0.0732776338	5.7601626016	3.600843542	1.274139744
527932	rnc	0.0039149172	0.0028383355	0.0104887091	0.0588178188	0.1845988724	0.0033946885	0.0008960573	0.0031497773	0.1160054612	0.0498202088	0	0.0039124555	0.0915259975	0.0040517376	0.0024236218	0	0.0082091288	0	0	0.0010240655	0.0015360983	0.0055967577	0.1221914523	0.0964871824	0.0059523064	0.0301856919	0	0.0058187929	0.0527178986	0.0976430449	0.000565931	0	0.0274664436	0.0087665471	0.0107526882	0.0010752688	0.9082417825	3.2150537634	3.4838709677	3.8932667691	2.2777289903	0.0917582175	4.9892473118	3.3132970024	0.9814214924
520474	rnc	0.0004622554	0.004397136	0.007445746	0.040217016	0.1655816502	0.0064706431	0	0.0078186685	0.1286189714	0.0452702192	0	0.0019063493	0.0755520425	0	0.0043106712	0.0009368376	0.0119616176	0	0.0057785111	0.0001682086	0.000265252	0.0054033617	0.2546833795	0.0487069777	0.0123008682	0.0335537246	0	0.0033574683	0.0243200483	0.0698068398	0.004141176	0.0009062136	0.0258944646	0.009763682	0.0689655172	0.0023904558	0.9529325116	4.0137931035	5.2689655172	5.1771002752	3.2824422008	0.0470674884	8.4	4.7548524865	1.2752840255
512084	rnc	0.001490313	0.0038468211	0.0107338017	0.1550891798	0.1008906329	0.0035519126	0.0068181818	0.0078064012	0.0783201943	0.0579371486	0.0035394933	0	0.0859517855	0.0090674353	0.0030401132	0	0.0116354805	0	0	0.001490313	0	0.0066035058	0.0590426897	0.1430759464	0.0045884292	0.0015612802	0	0.0087431694	0.0453634273	0.0770280931	0.0163934426	0	0.0691632707	0.0272275378	0.0983606557	0.0124539698	0.8733978923	3.131147541	2.8032786885	3.7888368462	2.0900212313	0.1266021077	4.3770491803	3.0145820582	0.846288521
450517	rnc	0.0019917582	0.0032857143	0.0153663797	0.0924256916	0.1665767823	0.0014285714	0	0.0038095238	0.1230087201	0.0608404631	0	0	0.0775748157	0.0026190476	0	0	0.0126595082	0	0	0.0014285714	0	0.0050076313	0.159271972	0.1018824556	0.0029336735	0.0204806592	0	0.0010582011	0.029426705	0.0870005526	0	0	0.0235672117	0.0063553906	0.0857142857	0.0125116994	0.9304370905	3.8	4.0571428571	4.4206802721	2.5615612776	0.0695629095	5.9714285714	3.6790296318	1.4013942082
516260	rnc	0.0005952381	0.0056555428	0.0083605052	0.0487253936	0.1473987669	0.0028541963	0.0027593208	0.0049327062	0.1497741955	0.0348404324	0	0	0.0407202089	0.0037511422	0.0041912585	0.0011111111	0.0175180341	0	0	0	0	0.0094376129	0.2246235595	0.0542227774	0.0090052309	0.058543329	0	0.0053552976	0.018551446	0.1127465232	0.0045609236	0.001010101	0.0238326719	0.0049224744	0.05	0.0015509435	0.943504874	3.8166666667	4.6666666667	4.8835840548	2.9734465922	0.056495126	7.3833333333	4.2725251764	1.1829624434
511981	rnc	0.0006338899	0.0030906727	0.0070236953	0.0737449296	0.1589669979	0.0055384172	0.0003865182	0.0027207187	0.1228253498	0.0417756149	0	0.00090566	0.0452133258	0.0021374459	0.00421301	0.0006441971	0.0086014089	0	0.001739641	0.0026763891	0.0002319109	0.0042833426	0.1840387885	0.0866324246	0.0110111189	0.0491027983	0	0.0069425119	0.0439710134	0.0923626321	0.0013545482	0.0023305243	0.0253012181	0.0095992861	0.025974026	0.0020350718	0.9127023014	3.3376623377	3.4772727273	3.9800865801	2.3561856836	0.0872976986	5.2305194805	3.4356378603	0.9724598682
513423	rnc	0.0016222624	0.0068552601	0.0315837843	0.1852168154	0.1150113229	0.0031897927	0	0	0.0889722591	0.0501874888	0.001010101	0	0.0535721246	0.0122051546	0.0066894239	0	0.0054946218	0	0	0.003928891	0	0.0272738153	0.0981551559	0.1094667108	0.0062247951	0.0032643508	0	0.0017825312	0.0363043366	0.0882997243	0	0.0048875855	0.0498228626	0.0089788292	0.0909090909	0.0046831956	0.9347672573	4.5757575758	4.3939393939	4.8588383838	2.6777618319	0.0652327427	6.3333333333	3.8810300443	1.3993948109
510450	rnc	0.0011689956	0.0098809973	0.0144133357	0.1261028524	0.1502511872	0.0031555196	0.0015511238	0.0036385879	0.1008613914	0.0548161373	0	0	0.0595635195	0.0089021243	0.0052854941	0	0.0096162828	0	0.0174015285	0.001175779	0	0.0128858872	0.1118988132	0.096344103	0.0130858422	0.0069293146	0	0.0103463297	0.0369825932	0.0808049093	0.0016166961	0.0077013521	0.0390636603	0.0145556428	0.049382716	0.002676554	0.9360457732	3.9382716049	4.0987654321	4.4406819518	2.5420338645	0.0639542268	5.8888888889	3.6864116501	1.2680475483
511357	rnc	0.0017116608	0.0051720233	0.0125013221	0.0926676709	0.1971178784	0.0034128717	0.001443637	0.0040201758	0.1060395066	0.0591423324	0.0002572016	0.0017261643	0.0637584934	0.0045321573	0.0054667295	0.0012751523	0.0146070328	0	0	0.0019066847	0	0.0123898769	0.1728425512	0.0815678093	0.0076896674	0.0072806686	0	0.0021194	0.0281354133	0.0786652145	0.001934699	0.0007716049	0.0228637446	0.0069806551	0.0416666667	0.0057553051	0.9366482547	3.9027777778	4.212962963	4.4864638448	2.6418010894	0.0633517453	6.2546296296	3.8328468817	1.1980577941
485447	rnc	0.0012882448	0.0092090621	0.0107519906	0.0682028715	0.1782983941	0.0024732781	0.002245182	0.0020833333	0.105233421	0.0547317427	0	0.001676803	0.0844550154	0.0154196255	0.0096826578	0	0.0059104452	0	0.000877193	0.0013157895	0	0.0051934425	0.1868210595	0.0867642125	0.0008309592	0.0108087953	0	0.0014292636	0.0380348309	0.0720768442	0.0028410398	0	0.0301140077	0.0112304952	0.0833333333	0.0042746914	0.9358876183	3.5666666667	4.3333333333	4.8781150794	2.8410395219	0.0641123817	6.9333333333	4.1311736631	1.1385045003
508299	rnc	0.0044436845	0.0045944252	0.0162689277	0.1106150439	0.1431568175	0.0052479219	0.0029470817	0.004657939	0.1034090905	0.048547433	0.0018467852	0.0009592044	0.0644502865	0.0136504531	0.0184920638	0	0.0068303305	0	0.0011974147	0.0042544539	0.0006119951	0.0153943374	0.1450553848	0.110734858	0.004615846	0.0161287383	0	0.006018729	0.0302458915	0.0672656888	0.0043571738	0	0.0345138897	0.0094881103	0.0581395349	0.0051097773	0.9293954819	4.0930232558	4.023255814	4.5190614618	2.4976955189	0.0706045181	5.7906976744	3.6042476212	1.2528819323
501641	rnc	0.0008458647	0.003686565	0.0138589792	0.0935212063	0.1651246583	0.0052211519	0.0100233219	0.0014285714	0.1238156549	0.0325379461	0.0023809524	0	0.0458068914	0.0034859798	0.0067304498	0.000677139	0.0073343064	0	0.027359131	0.0134351995	0	0.0240216544	0.1161528499	0.101319863	0.0032151633	0.0372082274	0	0.0005621172	0.0279641179	0.0863813685	0	0	0.0375901118	0.0083105576	0.0571428571	0.0017788725	0.9293614348	3.9428571429	5.0285714286	5.1266836735	3.2097713542	0.0706385652	7.9714285714	4.6584970345	1.2538527553
507845	rnc	0.0007692308	0.0078052868	0.0145482039	0.1193631065	0.1135572203	0.0323904429	0.0080127047	0.0007692308	0.13573529	0.0545888451	0.0009090909	0	0.0420420148	0.013271291	0.0022980528	0.0011858974	0.0056268679	0	0.0010526316	0.0028234519	0.0011111111	0.0116635548	0.080796388	0.1209485213	0.0031136752	0.0429008264	0	0.0017285024	0.0374890446	0.0932054975	0	0	0.0353939712	0.0149000475	0.06	0.0055731269	0.895928355	3.51	3.12	4.0752380952	2.1554718633	0.104071645	4.67	3.0995113043	1.0117989462
513406	rnc	0.0013986014	0.0041159564	0.0197938401	0.1242797087	0.146785653	0.0014414414	0.0018348318	0.0008325008	0.1366657514	0.046490854	0.0007692308	0	0.0317295304	0.0084941673	0.0088054275	0	0.0123827304	0	0	0.001176017	0	0.0173004861	0.1462264123	0.1034827122	0.0028915398	0.007964258	0	0.0039989694	0.0365190938	0.0838962718	0.0021756022	0	0.0282576776	0.0202907343	0.1076923077	0.0060904732	0.9375350442	4.2153846154	4.1692307692	4.691025641	2.544262664	0.0624649558	5.9538461539	3.6553657663	1.3302565921
508231	rnc	0.0005015432	0.0072583365	0.0120030935	0.0879308925	0.1425698624	0.0088942668	0.0013342269	0.00697924	0.1290274486	0.0430999694	0	0.0003103378	0.046573346	0.0018947783	0.0049476902	0.0009256463	0.0116243745	0	0.0107137803	0.0048756692	0	0.0107819285	0.1837010766	0.0833453753	0.0052308704	0.0306325236	0	0.0060408123	0.0266777951	0.0919234949	0.0016724134	0	0.0331303442	0.0053988631	0.0601851852	0.0062065821	0.9366455423	3.7592592593	4.2916666667	4.5853284833	2.7223976265	0.0633544577	6.4953703704	3.9482684747	1.1886565543
518155	rnc	0	0.0031052006	0.0036764706	0.0170498899	0.2108949697	0.0032932264	0	0.0063316993	0.0891379199	0.0585499484	0	0.0018382353	0.107864345	0	0	0	0.0172332011	0	0	0	0	0.0018382353	0.2936967003	0.0533505239	0.0150052983	0.0063502674	0	0.0009487666	0.0375045795	0.05448297	0.0008912656	0	0.0127687248	0.0041875621	0	0	0.946228145	3.8529411765	5.1470588235	4.7215686275	2.9515292472	0.053771855	7.2647058824	4.3087740694	1.3025472467
473385	rnc	0.0024909623	0.0059955655	0.0099318516	0.0571664855	0.179929118	0.0226260527	0.0014327635	0.0105556409	0.128977258	0.0351273387	0	0.0007692308	0.0589560889	0.0044042591	0.003117582	0.0011111111	0.0121011127	0	0.0004	0.0233175053	0.0006666667	0.0057681237	0.1620595595	0.0730603897	0.0023704323	0.0407116375	0	0.0036943612	0.0280688172	0.1022278968	0.0037820175	0	0.0162663028	0.0029138685	0.04	0.0035099715	0.953432035	4.12	4.87	5.00175	2.7677538603	0.046567965	6.7	4.0589263483	1.4433876594
509649	rnc	0	0.0020604396	0.0088031982	0.1236047738	0.1522299734	0.0245629371	0	0.000739645	0.1159643209	0.0478123159	0.0021367521	0	0.0665792655	0.0007122507	0.0046227811	0	0.0013736264	0	0.0074004201	0.004458042	0	0.0046611864	0.1361827514	0.1155204877	0.0031346858	0.0344295907	0	0.0088762156	0.0255229347	0.0670714541	0.0012019231	0	0.0352935297	0.0050444993	0	0	0.9030670634	3.6153846154	3.6346153846	4.0619047619	2.3211452112	0.0969329366	5.1346153846	3.3659689508	0.9934750191
509793	rnc	0	0.00720479	0.0068640773	0.0797194778	0.1872374937	0.00916346	0	0.0013071895	0.1229153145	0.0520119096	0	0	0.0605804066	0.0084126984	0.0037763253	0	0.0028111177	0	0.022350489	0.0034700176	0	0.0052767757	0.1403584097	0.0733107621	0.0107857501	0.0335782498	0	0.0025030525	0.0291867124	0.0905551461	0	0	0.0377162076	0.0089041668	0.1111111111	0.0112573249	0.9281107085	3.6888888889	3.9333333333	4.5047619048	2.481033776	0.0718892915	5.6222222222	3.6381041982	1.1387925726
509626	rnc	0.0009920635	0.0008818342	0.033149307	0.1193932017	0.1335455572	0	0.0012210012	0.0008354219	0.0992522679	0.0559705399	0	0	0.0441678005	0	0.0061340776	0	0.0163459997	0	0	0.0036375661	0.0012210012	0.02484191	0.0966027398	0.1373390281	0.0131267322	0.0049019608	0	0.0181607022	0.0456330331	0.0822400771	0.0158730159	0.0022675737	0.0374406947	0.0048248929	0.0317460317	0.0058578987	0.8897068494	3.4920634921	3.0634920635	3.9875661376	2.082683071	0.1102931506	4.3650793651	3.0170872577	1.0157306594
516902	rnc	0.0037519601	0.006103876	0.0219607206	0.1850406822	0.1153650068	0.0013234515	0.0018877642	0.0006734762	0.0977247784	0.0774236407	0.0006990913	0.002122057	0.0542838511	0.0107116739	0.0053002474	7.74473358116E-05	0.0176888413	0	0.0001093374	0.000232342	0.0005753231	0.0221919291	0.0753383612	0.1004233863	0.0065405054	0.0024666799	0	0.0017108299	0.0322238103	0.085617189	0.0011080109	0.0008364312	0.0524778913	0.0160094071	0.092936803	0.010265897	0.9046222293	3.8643122677	3.4646840149	4.2874225527	2.2570936295	0.0953777707	4.9888475836	3.2494672872	1.178978757
519421	rnc	0.0024691358	0.008263821	0.007582825	0.0638248204	0.1699609049	0.0131618124	0	0.0232477692	0.1208034914	0.0349871466	0.0004867725	0	0.0502962157	0.0103268665	0.0010781893	0.0020833333	0.0097724868	0	0	0.0172030885	0.0022222222	0.0101713476	0.1604543228	0.1006003063	0.0094062982	0.0216283859	0	0.0052197802	0.0258063786	0.1082150763	0.005253613	0	0.0132545236	0.0022190659	0.0333333333	0.0021420424	0.927072522	3.8333333333	3.9777777778	4.4537301587	2.4191543818	0.072927478	5.6	3.4937111263	1.094736021
519460	rnc	0.0035002479	0.0085619619	0.0083607281	0.0774929741	0.1739325791	0.0070930632	0.0011331125	0.00401925	0.1422711891	0.0473472703	0.0003969829	0.0002568713	0.0848346093	0.0042352777	0.0020216156	0	0.0065161327	0	0	0.0059462189	0	0.0086065498	0.1292897551	0.0725236624	0.0061762442	0.0289386024	0	0.0069251221	0.0356825518	0.1025496862	0.0027886768	0.0011956748	0.0154228911	0.0119804986	0.0436681223	0.0021582788	0.9261495365	3.8122270742	4.1179039301	4.4538261593	2.5256371146	0.0738504635	5.8471615721	3.670038564	1.1753640742
507870	rnc	0.0030812919	0.0040356716	0.0133559619	0.1197958741	0.1143050535	0.0044674247	0.0090245776	0.0008960573	0.122545139	0.062251907	0	0	0.0499005876	0.0102076029	0.0023041475	0.0011947431	0.0110270136	0	0	0.0014619883	0.0005376344	0.0087020495	0.098605022	0.1231245263	0.0007168459	0.0067357523	0	0.0072534194	0.0659673831	0.1002043579	0	0	0.0393315384	0.0189664292	0.0537634409	0.0058407841	0.9027067683	3.7849462366	3.2365591398	4.1177419355	2.1422392205	0.0972932317	4.5376344086	3.0794141586	1.1294063178
507770	rnc	0.0009433962	0.0046297242	0.0209452511	0.1089561168	0.1319069009	0.0100016677	0	0.0008984726	0.092330727	0.0519952435	0.0017152659	0	0.0653850105	0.0087391553	0.000754717	0	0.0086477987	0	0	0.0191138063	0.0014513788	0.0127948676	0.0907169264	0.1210608278	0.0018867925	0.025087016	0	0.0107294325	0.0557521398	0.1000445187	0	0.0031446541	0.0362708115	0.0140973806	0.0754716981	0.0046989952	0.9238899398	3.7735849057	4.0566037736	4.0307726864	2.4844814701	0.0761100602	5.7735849057	3.6086983937	1.0011664602
526200	rnc	0	0.0029846697	0.0122679949	0.1087906718	0.1174941736	0.0101290685	0.0021581732	0	0.1383905538	0.0487096397	0	0.0012210012	0.0643464409	0.0103930461	0.0027399849	0	0.0139119858	0	0.0013227513	0.001984127	0	0.0105784302	0.1048251852	0.1050069609	0	0.0208689125	0	0.0024227235	0.0557815676	0.1350979787	0	0.0035273369	0.0172305384	0.0078160837	0.0793650794	0.0087037037	0.9021375184	3.4920634921	3.253968254	3.7835978836	2.0875839375	0.0978624816	4.4444444444	3.0051190831	0.9747047937
508342	rnc	0.0003401361	0.0056757868	0.0134557343	0.0967477942	0.1528644826	0.0037550397	0.003574045	0.0029965016	0.1192006125	0.0591524593	0	0	0.0554714503	0.0133312922	0.0052465045	0.0012961942	0.0090281621	0	0.0316004386	0.0032513295	0	0.0127937788	0.1255496795	0.0950385445	0.0061859909	0.0273466775	0	0.007611824	0.0389863138	0.0711222477	0.0005668934	0	0.031091405	0.0067186814	0.0612244898	0.0076127381	0.9248931887	3.6326530612	3.7346938776	4.367638484	2.4353352683	0.0751068113	5.5102040816	3.5281691375	1.2221174117
519485	rnc	0.000719392	0.0086075355	0.0032651676	0.0434054857	0.1837607327	0.026774614	0	0.0180038437	0.1323626079	0.0430464632	0.0002690342	0.0002690342	0.062775843	0.0017216184	0.0008890356	0	0.0051155924	0	0.007429482	0.0145604378	0.0004856775	0.0019331845	0.1760749766	0.0697391428	0.0093022329	0.0343235583	0	0.0022348806	0.0227270024	0.1078848288	0.0026873257	0	0.0145051284	0.0051261417	0.0225988701	0.0028083969	0.9407270975	3.9435028249	4.6892655367	4.5262308313	2.5996240132	0.0592729025	6.209039548	3.7373178684	1.2391986825
442665	rnc	0.0008503401	0.0097135696	0.0104886124	0.056925842	0.127198434	0.001703638	0.0071428571	0.009133034	0.1445825702	0.0375687731	0	0	0.0347521382	0.0052860631	0.0079809548	0	0.0086228471	0	0	0	0	0.0094682042	0.2308958388	0.0949229357	0.0174601744	0.0217528005	0	0.0017006803	0.0351288924	0.0999885412	0.0028756957	0	0.0166207535	0.0072358093	0.0612244898	0.0039701595	0.9254288002	3.5306122449	3.8979591837	4.1741982507	2.5327669291	0.0745711998	5.9387755102	3.6723870124	1.1034025206
456314	rnc	0	0.0061111111	0	0.030794548	0.2088150704	0.0054909126	0	0.0025531915	0.1419301409	0.0435625653	0	0.0020524691	0.090944737	0	0.0020951036	0	0.0066581298	0	0	0.0011904762	0	0	0.2657931686	0.036534531	0.0315177991	0.0177377776	0	0.0015432099	0.019437177	0.0692725309	0.0064112162	0	0.0056120539	0.0039420804	0.0416666667	0.0011261261	0.9489222994	3.875	5.5833333333	5.0166832011	3.4798103372	0.0510777006	8.7083333333	5.0888779459	1.4462934833
511362	rnc	0.0033463174	0.0103558366	0.01527042	0.1121635681	0.1453221852	0.0064582669	0.0017514237	0.0003691507	0.0997293753	0.0660797874	0.0007783416	0.0006983683	0.0915796877	0.0192187975	0.0018314088	0.0002564103	0.0084098566	0	9.4674556213E-05	0.0046135263	0	0.0121169399	0.1071945956	0.1123840047	0.0051428656	0.0099591253	0	0.0024521741	0.0331522754	0.0795243988	0.001694814	0.0005506581	0.0406413056	0.0068594398	0.0738461538	0.0043968931	0.926677598	4.1169230769	4.2553846154	4.6459098679	2.6007144178	0.073322402	6.1169230769	3.7401644744	1.2892550337
512014	rnc	0.0026727134	0.0058364145	0.0159744343	0.0683538679	0.1441594525	0.0063663528	0.0014927462	0.0065903735	0.129943062	0.0388056108	0.0010738832	0.0002147766	0.0513749257	0.0058266951	0.0078102546	0.0001982554	0.006848601	0	0.0246919646	0.0013941182	0.0003965107	0.0118760027	0.1321641747	0.0897202539	0.0095092586	0.0310400411	0	0.0117795154	0.047610075	0.1159997102	0.0015006204	0	0.0166478842	0.0121274509	0.0360824742	0.0028935594	0.923496172	3.6546391753	3.9381443299	4.4087628866	2.4520830398	0.076503828	5.6030927835	3.5269583415	1.073487124
476733	rnc	0.0009930487	0.0073387999	0.0060084949	0.0435258242	0.1748914556	0.0120316912	0	0.005489266	0.1317182436	0.0375701059	0	0.0002774695	0.056696356	0	0.0022315179	0.0002657454	0.0228570301	0	0.0446169397	0.0032850404	0	0.0059097099	0.2001618354	0.0338291926	0.0254612702	0.0621130117	0	0.0018032818	0.0120775342	0.0731383105	0.0116560166	0	0.0170309308	0.0070218774	0.0188679245	0.0001612643	0.9453689128	3.9622641509	5.7547169811	5.8132313703	3.5046434556	0.0546310872	9.1320754717	4.8209246355	1.3371306919
526162	rnc	0.0006587615	0.007033144	0.0081389022	0.0877929139	0.1337970728	0.0028124784	0	0	0.1221281142	0.0644932069	0	0.0024154589	0.0738421276	0.0085060873	0.0097905399	0	0.0078525056	0	0	0.0005574136	0.0020703934	0.007024075	0.124215272	0.101814513	0.0017979732	0.0562574388	0	0.011119228	0.0423717696	0.0884175501	0.000805153	0.0060041408	0.0209272082	0.0073565584	0.0434782609	0.0037310214	0.9221445029	3.5507246377	3.9855072464	4.1706004141	2.4924187944	0.0778554971	5.7246376812	3.6272386255	1.1400217711
